Source,Target,ASD_mean,TC_mean,Difference
AAL_036,AAL_031,0.012280108142469047,0.012085929173264403,0.00019417896920464334
AAL_036,AAL_026,0.012474632656806681,0.012280539320620058,0.00019409333618662303
AAL_068,AAL_023,0.01132677871789624,0.011132975263756794,0.00019380345413944587
AAL_090,AAL_016,0.010875233767442724,0.011068635162603915,-0.00019340139516119126
AAL_078,AAL_042,0.011994309502486616,0.01180131216452598,0.00019299733796063721
AAL_005,AAL_025,0.012213680111110592,0.01240656488152133,-0.00019288477041073775
AAL_078,AAL_010,0.011453089891319983,0.011260336121687522,0.00019275376963246056
AAL_055,AAL_087,0.011096172251651047,0.01128876996376822,-0.00019259771211717347
AAL_068,AAL_024,0.011611760866581501,0.011419420826154075,0.0001923400404274262
AAL_088,AAL_030,0.010626883212174488,0.010819175061088046,-0.0001922918489135582
AAL_017,AAL_077,0.011184866908284971,0.011377131346862754,-0.00019226443857778275
AAL_038,AAL_085,0.010842612849023098,0.011034162405406866,-0.0001915495563837681
AAL_086,AAL_090,0.01174086002378255,0.011931831869886028,-0.0001909718461034788
AAL_088,AAL_078,0.010948266688750213,0.011139232353318861,-0.00019096566456864791
AAL_074,AAL_071,0.012216274121091662,0.01202563608467357,0.00019063803641809242
AAL_083,AAL_039,0.01258083133217998,0.012771285827694549,-0.00019045449551456824
AAL_078,AAL_086,0.011266342760262709,0.011456770048229481,-0.0001904272879667719
AAL_079,AAL_075,0.01181563040894321,0.012005589948620454,-0.00018995953967724383
AAL_087,AAL_055,0.011488125171974046,0.01167758740715812,-0.00018946223518407322
AAL_028,AAL_012,0.010235977858607458,0.010425377137977492,-0.00018939927937003387
AAL_064,AAL_017,0.012033665268164542,0.01184434773026048,0.00018931753790406118
AAL_036,AAL_006,0.012327676553390602,0.012139052020908142,0.00018862453248245925
AAL_024,AAL_031,0.01221420825459063,0.012025583826615557,0.00018862442797507387
AAL_077,AAL_036,0.0109107113069194,0.010722329301607077,0.0001883820053123226
AAL_028,AAL_016,0.011244738755079035,0.011433024546385699,-0.00018828579130666413
AAL_050,AAL_043,0.012797668755341034,0.012985751217707215,-0.00018808246236618094
AAL_081,AAL_075,0.010946927421017844,0.011134774391782048,-0.0001878469707642036
AAL_063,AAL_017,0.013164522767098796,0.01297719526814098,0.00018732749895781532
AAL_078,AAL_024,0.011639645794788614,0.011452658843739008,0.00018698695104960548
AAL_027,AAL_006,0.012309568788872188,0.012496215157284779,-0.00018664636841259075
AAL_065,AAL_088,0.011424682065287335,0.011238467135459703,0.00018621492982763208
AAL_027,AAL_005,0.01211110454522328,0.012297029796497846,-0.00018592525127456537
AAL_023,AAL_087,0.012240397869251095,0.012054551764860491,0.00018584610439060373
AAL_074,AAL_077,0.01220780942772125,0.012022236507691018,0.00018557292003023272
AAL_027,AAL_013,0.011083580306770965,0.011268863401308693,-0.00018528309453772797
AAL_053,AAL_052,0.013080853829558333,0.012895996220151041,0.00018485760940729207
AAL_026,AAL_032,0.011770319931893649,0.011585626226593336,0.0001846937053003126
AAL_085,AAL_038,0.010710499110098323,0.010895178334385379,-0.00018467922428705603
AAL_036,AAL_024,0.012343535351001808,0.012159301312386102,0.00018423403861570625
AAL_088,AAL_076,0.010973634377408486,0.011157798132496347,-0.00018416375508786137
AAL_016,AAL_028,0.011163902359529056,0.011347918343677118,-0.00018401598414806257
AAL_064,AAL_018,0.012427237151493119,0.01224399284776254,0.0001832443037305797
AAL_040,AAL_090,0.011647041216413053,0.011829824790025763,-0.00018278357361271
AAL_086,AAL_075,0.010834770623403482,0.011017481137815836,-0.00018271051441235385
AAL_061,AAL_063,0.01262044096683972,0.012437821285008793,0.00018261968183092697
AAL_078,AAL_074,0.012547666179095833,0.012365145349953666,0.00018252082914216664
AAL_027,AAL_016,0.011514192204285637,0.011696562016147095,-0.0001823698118614582
AAL_061,AAL_014,0.011936588177027611,0.011754284471865032,0.00018230370516257935
AAL_063,AAL_014,0.011756074849643514,0.011573994107008276,0.00018208074263523742
AAL_055,AAL_038,0.011211910113915164,0.011393756711989568,-0.00018184659807440363
AAL_088,AAL_077,0.010781206879127994,0.010962638340742506,-0.0001814314616145115
AAL_078,AAL_081,0.011367147965515908,0.011548489600272096,-0.00018134163475618838
AAL_027,AAL_009,0.011783832588639015,0.011964781189027702,-0.0001809486003886869
AAL_016,AAL_026,0.010941484598761313,0.011121829109677754,-0.00018034451091644178
AAL_088,AAL_073,0.010613440531982571,0.010793688875754773,-0.00018024834377220258
AAL_052,AAL_014,0.010943493957066128,0.010763523554794546,0.00017997040227158215
AAL_063,AAL_062,0.012154755387534825,0.011974943933486198,0.00017981145404862703
AAL_046,AAL_086,0.011606332684795443,0.01142668028225748,0.00017965240253796366
AAL_087,AAL_088,0.01282406228586522,0.013003549307455347,-0.000179487021590128
AAL_026,AAL_067,0.010791083362001257,0.010611764788535186,0.000179318573466071
AAL_068,AAL_062,0.01069562485974887,0.010874882925107668,-0.00017925806535879808
AAL_072,AAL_074,0.013022523624106096,0.012843338747233818,0.00017918487687227855
AAL_014,AAL_086,0.01112142465929063,0.011300574842535384,-0.0001791501832447539
AAL_023,AAL_027,0.012080263211113265,0.011901486577193435,0.0001787766339198301
AAL_077,AAL_074,0.012052152813292848,0.011873440625187628,0.0001787121881052199
AAL_010,AAL_027,0.011789917102099484,0.011968619220199124,-0.0001787021180996405
AAL_022,AAL_040,0.011880915323431548,0.011702452035200211,0.0001784632882313366
AAL_027,AAL_014,0.010592603888840247,0.010770616685467825,-0.0001780127966275781
AAL_089,AAL_009,0.012116867555384962,0.011939032398460076,0.00017783515692488573
AAL_036,AAL_038,0.012204523847048353,0.012026698797682379,0.00017782504936597436
AAL_032,AAL_088,0.011265517463191198,0.011087796223296717,0.0001777212398944815
AAL_076,AAL_028,0.01110428822441743,0.010926673265067726,0.0001776149593497034
AAL_070,AAL_058,0.012155577359307144,0.011978070175381512,0.00017750718392563203
AAL_078,AAL_008,0.011686873771489048,0.01150966716223112,0.00017720660925792803
AAL_026,AAL_076,0.01077819134021162,0.010601920542531363,0.00017627079768025786
AAL_088,AAL_072,0.011206773348534718,0.011383035814126136,-0.0001762624655914178
AAL_024,AAL_027,0.011723619839972537,0.011548133368231819,0.0001754864717407184
AAL_038,AAL_088,0.01141590240976622,0.011591386045363937,-0.0001754836355977174
AAL_055,AAL_037,0.01124797203243734,0.01142331498164323,-0.00017534294920589118
AAL_064,AAL_081,0.011636203395712197,0.011460909982750345,0.0001752934129618522
AAL_086,AAL_072,0.010834578828663271,0.01100901647866068,-0.00017443764999740957
AAL_088,AAL_055,0.011487180631782891,0.011661594359218038,-0.00017441372743514684
AAL_088,AAL_084,0.01165504975674244,0.011829392915180243,-0.00017434315843780322
AAL_029,AAL_031,0.011129289740123428,0.011303609239385826,-0.00017431949926239795
AAL_070,AAL_001,0.011299184961324064,0.011125447288636238,0.00017373767268782578
AAL_064,AAL_061,0.011992938858337509,0.011819249384160669,0.0001736894741768396
AAL_052,AAL_055,0.011626388903500305,0.011452737728840956,0.00017365117465934984
AAL_081,AAL_036,0.01022254859105262,0.01039616522788262,-0.0001736166368299999
AAL_076,AAL_032,0.01172015346132983,0.011546615155288955,0.0001735383060408758
AAL_035,AAL_081,0.01112534274132206,0.011298770110397866,-0.00017342736907580668
AAL_079,AAL_074,0.011590095760268915,0.011763372694236912,-0.00017327693396799668
AAL_054,AAL_090,0.011764119643893125,0.01159096370559768,0.0001731559382954443
AAL_052,AAL_060,0.012023201795358561,0.011850502242613815,0.00017269955274474592
AAL_073,AAL_014,0.011050116334460739,0.010877511709022611,0.00017260462543812818
AAL_078,AAL_085,0.011134055689868763,0.011306583978439087,-0.0001725282885703238
AAL_013,AAL_063,0.011392194256345686,0.01121967712939525,0.00017251712695043504
AAL_031,AAL_029,0.011063313181313057,0.011235803247847717,-0.00017249006653466056
AAL_064,AAL_029,0.01145086208016126,0.011278385467476053,0.00017247661268520766
AAL_005,AAL_027,0.012407831344196303,0.012580081776579467,-0.00017225043238316452
AAL_075,AAL_071,0.01207845993180815,0.01190623929654768,0.00017222063526046993
AAL_080,AAL_072,0.010573759553635605,0.010745975604886304,-0.0001722160512506992
AAL_063,AAL_013,0.01175644303449135,0.011584335027572239,0.0001721080069191118
AAL_045,AAL_086,0.010792716032164728,0.01062096603371887,0.0001717499984458578
AAL_061,AAL_013,0.01241269401815903,0.012241128716553116,0.00017156530160591411
AAL_024,AAL_088,0.011836685242258713,0.01166525258966918,0.0001714326525895319
AAL_029,AAL_071,0.011094166795747021,0.011265254001740931,-0.00017108720599390975
AAL_055,AAL_072,0.010379560558427857,0.010550489852542321,-0.0001709292941144639
AAL_090,AAL_072,0.010355345389415693,0.010526224242860715,-0.0001708788534450223
AAL_053,AAL_054,0.013299946846344914,0.013129118316929334,0.00017082852941558042
AAL_081,AAL_076,0.01062791721107295,0.010798536134749724,-0.0001706189236767748
AAL_087,AAL_039,0.011792339647236543,0.011962659137032317,-0.00017031948979577376
AAL_045,AAL_044,0.012312043591553712,0.01248216353098009,-0.00017011993942637853
AAL_090,AAL_040,0.010921995909725372,0.011091919264596685,-0.00016992335487131353
AAL_049,AAL_044,0.012267039199240314,0.012436874545925751,-0.00016983534668543743
AAL_064,AAL_062,0.012305511460185815,0.012135710689717576,0.00016980077046823902
AAL_024,AAL_014,0.010803403917891093,0.0109730778543958,-0.0001696739365047075
AAL_044,AAL_050,0.012946341505162736,0.013115986703291869,-0.0001696451981291324
AAL_078,AAL_028,0.011342279642868118,0.0111728669340646,0.00016941270880351834
AAL_075,AAL_076,0.012170730916878734,0.012001387987553925,0.00016934292932480922
AAL_077,AAL_005,0.01062009328753393,0.010450890437970239,0.00016920284956369047
AAL_038,AAL_090,0.011309455228475934,0.01147839660402711,-0.0001689413755511758
AAL_009,AAL_087,0.011205109634285426,0.01103621116947965,0.00016889846480577612
AAL_078,AAL_037,0.012061665393810114,0.011893411666136373,0.00016825372767374086
AAL_026,AAL_078,0.01077010991394074,0.010602195144032427,0.0001679147699083141
AAL_032,AAL_026,0.012173072900623083,0.012005255097712832,0.0001678178029102511
AAL_025,AAL_068,0.011565948327064004,0.011398439831735923,0.00016750849532808088
AAL_078,AAL_040,0.01194750286368096,0.011780023096457457,0.00016747976722350337
AAL_077,AAL_085,0.01062602575462407,0.01079336301453652,-0.00016733725991244924
AAL_023,AAL_065,0.012836417111639794,0.012669107093297815,0.00016731001834197935
AAL_014,AAL_023,0.010510198387882521,0.010677364063229661,-0.0001671656753471397
AAL_085,AAL_074,0.010528201428361429,0.010695226404991546,-0.00016702497663011705
AAL_068,AAL_035,0.011728136115667656,0.011561343945544351,0.000166792170123305
AAL_088,AAL_086,0.012064578706143886,0.012230935074370492,-0.00016635636822660664
AAL_026,AAL_014,0.01001919422728511,0.010185291768784263,-0.00016609754149915328
AAL_031,AAL_088,0.011003709252939647,0.010837723332325518,0.00016598592061412877
AAL_022,AAL_078,0.011109012992988922,0.010943105275610984,0.00016590771737793816
AAL_076,AAL_007,0.011178888645198228,0.011013047612519478,0.00016584103267875024
AAL_070,AAL_074,0.010643981562322404,0.01080947941765374,-0.00016549785533133583
AAL_022,AAL_038,0.011542255940457057,0.011376804071328333,0.00016545186912872434
AAL_019,AAL_001,0.011728459000030262,0.011563038696112023,0.000165420303918239
AAL_076,AAL_008,0.011216816160047794,0.011051515114976661,0.00016530104507113223
AAL_086,AAL_087,0.011406343798431704,0.01157161405554998,-0.00016527025711827667
AAL_068,AAL_027,0.010931778130018048,0.010766679423378212,0.00016509870663983586
AAL_013,AAL_061,0.012265215964160033,0.012100303104198157,0.0001649128599618757
AAL_035,AAL_029,0.011167760074743602,0.011332672678636706,-0.00016491260389310362
AAL_052,AAL_062,0.011309981572990999,0.011145146935716013,0.00016483463727498537
AAL_088,AAL_063,0.010683335085264128,0.010848136570202949,-0.00016480148493882088
AAL_035,AAL_085,0.011741797425823972,0.011906555874582852,-0.00016475844875887997
AAL_003,AAL_028,0.011049450414939823,0.010884930650072714,0.000164519764867109
AAL_063,AAL_029,0.012559922569248283,0.012395529725840754,0.0001643928434075289
AAL_024,AAL_032,0.012548352498163143,0.012384132103111697,0.00016422039505144606
AAL_086,AAL_088,0.011919365405765736,0.012083463195165985,-0.0001640977894002485
AAL_088,AAL_071,0.010903890067552272,0.011067730492493946,-0.00016384042494167403
AAL_024,AAL_065,0.012340139965805361,0.01217635238436848,0.0001637875814368816
AAL_026,AAL_003,0.011112280132280838,0.010948553265398253,0.00016372686688258427
AAL_086,AAL_071,0.010740033701125883,0.010903740969599772,-0.00016370726847388974
AAL_023,AAL_024,0.01333657180906361,0.013173080763546173,0.00016349104551743703
AAL_080,AAL_012,0.010644260188962659,0.01080774200650362,-0.00016348181754096032
AAL_036,AAL_025,0.012257498720835926,0.012094021509066409,0.00016347721176951727
AAL_044,AAL_052,0.012451358690746447,0.012614763177764918,-0.00016340448701847136
AAL_031,AAL_013,0.010606874102869859,0.010770106219014074,-0.00016323211614421504
AAL_079,AAL_017,0.01302247629978527,0.013185621354793644,-0.00016314505500837455
AAL_089,AAL_007,0.01186812442775147,0.011705062768096219,0.00016306165965525136
AAL_068,AAL_031,0.01114355948053173,0.010980626078271688,0.00016293340226004177
AAL_025,AAL_005,0.011969826743404707,0.012132376859949038,-0.00016255011654433063
AAL_089,AAL_038,0.011524913667374823,0.011687109514923013,-0.00016219584754819
AAL_024,AAL_026,0.012620886457431266,0.012458748449906522,0.0001621380075247439
AAL_023,AAL_026,0.012670787369720956,0.012508683331846895,0.00016210403787406125
AAL_042,AAL_088,0.01168477629773064,0.011846731208893412,-0.00016195491116277258
AAL_088,AAL_064,0.010597209151611369,0.01075892800479092,-0.00016171885317955124
AAL_006,AAL_026,0.012126492433902672,0.012288055539815212,-0.00016156310591254087
AAL_040,AAL_089,0.011541649217629789,0.011702892444473194,-0.00016124322684340532
AAL_076,AAL_003,0.011067447535152364,0.010906678222341662,0.00016076931281070253
AAL_085,AAL_075,0.010677209215509331,0.010837876771763892,-0.00016066755625456126
AAL_023,AAL_025,0.01260913777937237,0.012448479666400045,0.00016065811297232523
AAL_027,AAL_012,0.010519326833657857,0.01067984403427644,-0.00016051720061858316
AAL_054,AAL_010,0.011045329855818652,0.010884905453521767,0.00016042440229688433
AAL_006,AAL_028,0.012295453747511547,0.012455841736687769,-0.00016038798917622152
AAL_053,AAL_090,0.012458787632023549,0.012298496192778754,0.00016029143924479496
AAL_058,AAL_001,0.011373724462066451,0.01121384098608204,0.00015988347598441116
AAL_055,AAL_085,0.010811050042398592,0.01097088880726037,-0.00015983876486177703
AAL_055,AAL_071,0.010366437699980078,0.010525980000626805,-0.00015954230064672663
AAL_012,AAL_073,0.011257959434237236,0.011098533355753415,0.00015942607848382084
AAL_005,AAL_009,0.01330701088031324,0.013466366571339573,-0.0001593556910263333
AAL_016,AAL_090,0.01103842722522652,0.011197781513812524,-0.0001593542885860045
AAL_076,AAL_031,0.01167468529425434,0.011515507488407508,0.0001591778058468319
AAL_072,AAL_075,0.012514078856294608,0.01235525147115844,0.00015882738513616802
AAL_086,AAL_040,0.01103839121806698,0.011196891063126381,-0.0001584998450594021
AAL_026,AAL_024,0.012140585623012904,0.011982117063150955,0.00015846855986194862
AAL_062,AAL_053,0.011333673032255381,0.011175296710753263,0.00015837632150211833
AAL_050,AAL_084,0.011042495588493398,0.010884432727586543,0.00015806286090685497
AAL_079,AAL_035,0.01129221342281144,0.01145025876075695,-0.00015804533794551087
AAL_052,AAL_074,0.010641650304707706,0.010483633001189374,0.00015801730351833188
AAL_090,AAL_078,0.010367904879296055,0.010525806381762324,-0.00015790150246626847
AAL_077,AAL_035,0.010937160794408275,0.010779266395876485,0.0001578943985317896
AAL_036,AAL_088,0.011934003239481622,0.01177623968515961,0.0001577635543220119
AAL_041,AAL_086,0.010913027926053628,0.011070631160204375,-0.00015760323415074662
AAL_088,AAL_018,0.010694194201013854,0.010851685020138993,-0.00015749081912513896
AAL_086,AAL_042,0.011030810114999231,0.011188158192313634,-0.000157348077314403
AAL_044,AAL_045,0.012999196518928958,0.013156536116123791,-0.0001573395971948329
AAL_063,AAL_030,0.012187191472253483,0.012030616867131838,0.0001565746051216451
AAL_072,AAL_038,0.012642338619225172,0.012485861775948303,0.00015647684327686935
AAL_072,AAL_034,0.01196945613473017,0.01181298994895986,0.0001564661857703098
AAL_080,AAL_074,0.011090700371334186,0.011247093086743326,-0.0001563927154091399
